job_id,,time (calibration),Q0_T1,Q0_T2,Q1_T1,Q1_T2,CZ_error,Readout_Q0,Readout_Q1,S-value,ab,ab_,a_b,a_b_,"qubit pair (q0, q1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-07-29 23:45:04+03:00,44.882,11.0874,237.4401,232.1073,0.009,0.0111,0.017,2.6969,,,2026-07-28 09:07:23+03:00,43.1039,9.7532,200.6166,221.7,0.0106,0.0112,0.0249,2.6916,,,44.882,11.0874,237.4401,232.1073,0.0088,0.0112,0.0132,2.593875,,,,,254.1417,35.7125,174.4632,144.1872,0.003,0.009,0.0049,2.6624,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7607,,,,,,,,
,2026-07-30 11:54:55+03:00,44.882,11.0874,237.4401,232.1073,0.0088,0.0112,0.0132,2.5939,,,2026-07-29 23:45:04+03:00,44.882,11.0874,237.4401,232.1073,0.0089,0.0115,0.0151,2.6454,,,49.6221,50.589,133.0653,122.77,0.0066,0.0112,0.0188,2.709775,,,,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.729,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7424,,,,,,,,
,2026-08-06 10:05:02+03:00,49.6221,50.589,133.0653,122.77,0.0066,0.0112,0.0188,2.7098,,,2026-08-06 10:05:02+03:00,49.6221,50.589,133.0653,122.77,0.0066,0.0112,0.0188,2.7098,,,41.7834,42.6500,209.5801,254.9512,0.0066,0.0192,0.0190,2.5154,,,,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7607,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7778,,,,,,,,
,2026-08-30 12:54:49+03:00,41.7834,42.6500,209.5801,254.9512,0.0066,0.0192,0.0190,2.5154,,,2026-08-30 12:54:49+03:00,41.7834,42.6500,209.5801,254.9512,0.0066,0.0192,0.0190,2.5154,,,52.6801,44.2796,160.6634,171.7689,0.0066,0.0122,0.0389,2.6767,,,,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7424,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7327,4,0.0223,0.0099,,,,,
,2026-08-31 11:46:08+03:00,52.6801,44.2796,160.6634,171.7689,0.0066,0.0122,0.0389,2.6767,,,2026-08-31 11:46:08+03:00,52.6801,44.2796,160.6634,171.7689,0.0066,0.0122,0.0389,2.6767,,king,366.9678,328.1265,232.1681,350.502,0.001,0.0066,0.0083,2.7644,,,,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7778,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7371,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,277.2053,335.4306,130.9283,207.8873,0.0008,0.0129,0.0134,2.6625,,,,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7327,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7241,,,,,,,,
ibm_marrakesh,2026-07-07 14:22:57.886241+03:00,304.7906,40.0785,168.495,132.6613,0.0028,0.002,0.0034,2.6416,,ibm_marrakesh,2026-07-08 12:14:17.344035+03:00,360.7435,35.2025,135.9173,142.1503,0.0028,0.0031,0.0044,2.7639,,,328.4825,337.8535,337.2309,395.4744,0.0008,0.0355,0.2104,2.7687,,,,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7371,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7148,,,,,,,,
,2026-07-08 12:14:17.344035+03:00,360.7435,35.2025,135.9173,142.1503,0.0028,0.0031,0.0044,2.7639,,,2026-07-29 13:14:45+03:00,242.9149,55.8458,139.5303,121.6974,0.003,0.004,0.005,2.7398,,,388.1287,428.2319,220.4664,342.3972,0.001,0.0574,0.2095,2.716625,,,,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7241,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7124,4,0.0439,0.0215,,,,,
,2026-07-29 13:14:45+03:00,242.9149,55.8458,139.5303,121.6974,0.003,0.004,0.005,2.7398,,,2026-07-30 11:14:54+03:00,254.1417,35.7125,174.4632,144.1872,0.003,0.009,0.0049,2.6589,,,277.9766,294.3386,272.1499,352.734,0.001,0.0504,0.2455,2.77665,,,,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7148,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7095,,,,,,,,
,2026-07-30 11:14:54+03:00,254.1417,35.7125,174.4632,144.1872,0.003,0.009,0.0049,2.6589,,,2026-08-06 10:08:07+03:00,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7525,,,153.6409,205.9657,211.7616,263.1418,0.001,0.032,0.191,2.7162,,,,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7124,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7095,,,,,,,,
,2026-08-06 10:08:07+03:00,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7525,,,2026-08-07 06:19:40+03:00,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7272,,mark,242.9149,55.8458,139.5303,121.6974,0.003,0.004,0.005,2.7396,,,,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7095,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7534,,,,,,,,
,2026-08-07 06:19:40+03:00,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7272,,,2026-08-30 12:40:03+03:00,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7212,,,254.1417,35.7125,174.4632,144.1872,0.003,0.009,0.0049,2.6589,,,,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7095,,,,,,,,,,,,,,,,,
,2026-08-30 12:40:03+03:00,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7212,,,,,,,,,,,,,,322.5124,34.2372,204.4216,163.923,0.0036,0.0071,0.0081,2.7525,,,,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7534,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ibm_kingston,2026-07-08 12:43:30.143039+03:00,366.9678,328.1265,232.1681,350.502,0.0011,0.0066,0.0083,2.7644,,,262.0436,41.9524,199.5923,141.8996,0.0036,0.0059,0.0068,2.7272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm_kingston,2026-07-08 12:43:30.143039+03:00,366.9678,328.1265,232.1681,350.502,0.0011,0.0066,0.0083,2.7644,,,2026-07-20 11:38:39+03:00,277.2053,335.4306,130.9283,207.8873,0.0008,0.0129,0.0134,2.6662,,,129.6260,41.4220,176.2322,142.7102,0.0036,0.0039,0.0061,2.7212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-07-20 11:38:39+03:00,277.2053,335.4306,130.9283,207.8873,0.0008,0.0129,0.0134,2.6662,,,2026-07-30 10:15:22+03:00,328.4825,337.8535,337.2309,395.4744,0.0008,0.0355,0.2104,2.7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-07-30 10:15:22+03:00,328.4825,337.8535,337.2309,395.4744,0.0008,0.0355,0.2104,2.7687,,,2026-08-06 16:26:12+03:00,388.1287,428.2319,220.4664,342.3972,0.001,0.0574,0.2095,2.7166,,+,2026-07-07 14:22:57.886241+03:00,304.7906,40.0785,168.495,132.6613,0.0028,0.002,0.0034,2.6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-06 16:26:12+03:00,388.1287,428.2319,220.4664,342.3972,0.001,0.0574,0.2095,2.7166,,,2026-08-07 11:48:42+03:00,277.9766,294.3386,272.1499,352.734,0.001,0.0504,0.2455,2.7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-07 11:48:42+03:00,277.9766,294.3386,272.1499,352.734,0.001,0.0504,0.2455,2.7767,,,2026-08-08 12:14:20+03:00,153.6409,205.9657,211.7616,263.1418,0.001,0.032,0.191,2.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-08 12:14:20+03:00,153.6409,205.9657,211.7616,263.1418,0.001,0.032,0.191,2.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
